<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;06.11.2018;12:27:00;114580;114590;114530;114540;177
SPFB.RTS-12.18;1;06.11.2018;12:28:00;114530;114570;114520;114520;268
SPFB.RTS-12.18;1;06.11.2018;12:29:00;114530;114570;114530;114560;155
SPFB.RTS-12.18;1;06.11.2018;12:30:00;114560;114570;114490;114510;454
SPFB.RTS-12.18;1;06.11.2018;12:31:00;114520;114530;114510;114520;184
SPFB.RTS-12.18;1;06.11.2018;12:32:00;114500;114540;114500;114540;235
SPFB.RTS-12.18;1;06.11.2018;12:33:00;114520;114560;114520;114560;399
SPFB.RTS-12.18;1;06.11.2018;12:34:00;114560;114560;114530;114550;215
SPFB.RTS-12.18;1;06.11.2018;12:35:00;114540;114560;114520;114540;261
SPFB.RTS-12.18;1;06.11.2018;12:36:00;114550;114590;114550;114590;177
SPFB.RTS-12.18;1;06.11.2018;12:37:00;114580;114640;114580;114600;599
SPFB.RTS-12.18;1;06.11.2018;12:38:00;114610;114630;114570;114630;280
SPFB.RTS-12.18;1;06.11.2018;12:39:00;114620;114680;114590;114640;614
SPFB.RTS-12.18;1;06.11.2018;12:40:00;114640;114650;114600;114610;261
SPFB.RTS-12.18;1;06.11.2018;12:41:00;114610;114630;114540;114550;216
SPFB.RTS-12.18;1;06.11.2018;12:42:00;114560;114560;114500;114530;310
SPFB.RTS-12.18;1;06.11.2018;12:43:00;114530;114540;114510;114540;146
SPFB.RTS-12.18;1;06.11.2018;12:44:00;114520;114570;114510;114560;319
SPFB.RTS-12.18;1;06.11.2018;12:45:00;114550;114600;114550;114580;196
SPFB.RTS-12.18;1;06.11.2018;12:46:00;114590;114590;114530;114530;197
SPFB.RTS-12.18;1;06.11.2018;12:47:00;114530;114570;114500;114500;469
SPFB.RTS-12.18;1;06.11.2018;12:48:00;114500;114510;114410;114410;1016
SPFB.RTS-12.18;1;06.11.2018;12:49:00;114420;114490;114400;114430;863
SPFB.RTS-12.18;1;06.11.2018;12:50:00;114440;114450;114390;114420;483
SPFB.RTS-12.18;1;06.11.2018;12:51:00;114420;114460;114390;114410;589
SPFB.RTS-12.18;1;06.11.2018;12:52:00;114420;114420;114380;114410;397
SPFB.RTS-12.18;1;06.11.2018;12:53:00;114410;114460;114400;114450;590
SPFB.RTS-12.18;1;06.11.2018;12:54:00;114450;114480;114450;114460;309
SPFB.RTS-12.18;1;06.11.2018;12:55:00;114460;114490;114450;114480;181
SPFB.RTS-12.18;1;06.11.2018;12:56:00;114480;114500;114450;114500;197
SPFB.RTS-12.18;1;06.11.2018;12:57:00;114500;114500;114440;114480;368
SPFB.RTS-12.18;1;06.11.2018;12:58:00;114470;114550;114470;114520;476
SPFB.RTS-12.18;1;06.11.2018;12:59:00;114530;114540;114500;114510;184
SPFB.RTS-12.18;1;06.11.2018;13:00:00;114500;114520;114480;114490;211
SPFB.RTS-12.18;1;06.11.2018;13:01:00;114490;114530;114460;114480;362
SPFB.RTS-12.18;1;06.11.2018;13:02:00;114480;114500;114470;114500;51
SPFB.RTS-12.18;1;06.11.2018;13:03:00;114510;114510;114430;114440;310
SPFB.RTS-12.18;1;06.11.2018;13:04:00;114440;114450;114420;114430;275
SPFB.RTS-12.18;1;06.11.2018;13:05:00;114430;114440;114360;114410;618
SPFB.RTS-12.18;1;06.11.2018;13:06:00;114410;114470;114390;114460;404
SPFB.RTS-12.18;1;06.11.2018;13:07:00;114450;114500;114450;114480;204
SPFB.RTS-12.18;1;06.11.2018;13:08:00;114480;114480;114380;114390;274
SPFB.RTS-12.18;1;06.11.2018;13:09:00;114390;114430;114370;114420;369
SPFB.RTS-12.18;1;06.11.2018;13:10:00;114430;114470;114410;114470;241
SPFB.RTS-12.18;1;06.11.2018;13:11:00;114470;114480;114430;114450;217
SPFB.RTS-12.18;1;06.11.2018;13:12:00;114460;114510;114440;114490;597
SPFB.RTS-12.18;1;06.11.2018;13:13:00;114480;114540;114470;114470;461
SPFB.RTS-12.18;1;06.11.2018;13:14:00;114470;114480;114390;114420;407
SPFB.RTS-12.18;1;06.11.2018;13:15:00;114430;114500;114430;114460;169
SPFB.RTS-12.18;1;06.11.2018;13:16:00;114450;114530;114450;114520;188
SPFB.RTS-12.18;1;06.11.2018;13:17:00;114520;114590;114500;114550;455
SPFB.RTS-12.18;1;06.11.2018;13:18:00;114550;114550;114500;114520;141
SPFB.RTS-12.18;1;06.11.2018;13:19:00;114520;114560;114520;114550;165
SPFB.RTS-12.18;1;06.11.2018;13:20:00;114550;114670;114540;114650;1030
SPFB.RTS-12.18;1;06.11.2018;13:21:00;114660;114670;114600;114610;541
SPFB.RTS-12.18;1;06.11.2018;13:22:00;114620;114630;114570;114600;273
SPFB.RTS-12.18;1;06.11.2018;13:23:00;114610;114630;114600;114630;120
SPFB.RTS-12.18;1;06.11.2018;13:24:00;114630;114650;114620;114630;301
SPFB.RTS-12.18;1;06.11.2018;13:25:00;114640;114640;114590;114600;212
SPFB.RTS-12.18;1;06.11.2018;13:26:00;114610;114710;114600;114690;822
SPFB.RTS-12.18;1;06.11.2018;13:27:00;114680;114690;114610;114620;368
SPFB.RTS-12.18;1;06.11.2018;13:28:00;114620;114640;114600;114630;300
SPFB.RTS-12.18;1;06.11.2018;13:29:00;114620;114660;114620;114630;140
SPFB.RTS-12.18;1;06.11.2018;13:30:00;114630;114680;114620;114670;337
SPFB.RTS-12.18;1;06.11.2018;13:31:00;114650;114700;114650;114680;471
SPFB.RTS-12.18;1;06.11.2018;13:32:00;114690;114690;114660;114690;153
SPFB.RTS-12.18;1;06.11.2018;13:33:00;114670;114740;114670;114740;603
SPFB.RTS-12.18;1;06.11.2018;13:34:00;114740;114760;114670;114700;707
SPFB.RTS-12.18;1;06.11.2018;13:35:00;114710;114730;114700;114710;248
SPFB.RTS-12.18;1;06.11.2018;13:36:00;114720;114720;114660;114660;345
SPFB.RTS-12.18;1;06.11.2018;13:37:00;114670;114680;114600;114600;534
SPFB.RTS-12.18;1;06.11.2018;13:38:00;114600;114650;114600;114640;325
SPFB.RTS-12.18;1;06.11.2018;13:39:00;114640;114640;114600;114620;209
SPFB.RTS-12.18;1;06.11.2018;13:40:00;114620;114630;114590;114590;307
SPFB.RTS-12.18;1;06.11.2018;13:41:00;114590;114660;114590;114640;219
SPFB.RTS-12.18;1;06.11.2018;13:42:00;114650;114660;114630;114630;102
SPFB.RTS-12.18;1;06.11.2018;13:43:00;114630;114640;114620;114620;145
SPFB.RTS-12.18;1;06.11.2018;13:44:00;114610;114670;114610;114650;203
SPFB.RTS-12.18;1;06.11.2018;13:45:00;114650;114650;114590;114600;124
SPFB.RTS-12.18;1;06.11.2018;13:46:00;114600;114620;114570;114580;324
SPFB.RTS-12.18;1;06.11.2018;13:47:00;114580;114640;114580;114620;51
SPFB.RTS-12.18;1;06.11.2018;13:48:00;114630;114650;114630;114630;59
SPFB.RTS-12.18;1;06.11.2018;13:49:00;114630;114660;114630;114650;98
SPFB.RTS-12.18;1;06.11.2018;13:50:00;114650;114680;114600;114640;258
SPFB.RTS-12.18;1;06.11.2018;13:51:00;114640;114700;114640;114670;642
SPFB.RTS-12.18;1;06.11.2018;13:52:00;114660;114670;114640;114640;213
SPFB.RTS-12.18;1;06.11.2018;13:53:00;114640;114650;114630;114650;193
SPFB.RTS-12.18;1;06.11.2018;13:54:00;114650;114670;114630;114630;117
SPFB.RTS-12.18;1;06.11.2018;13:55:00;114620;114640;114580;114590;269
SPFB.RTS-12.18;1;06.11.2018;13:56:00;114590;114630;114560;114570;393
SPFB.RTS-12.18;1;06.11.2018;13:57:00;114570;114610;114570;114600;303
SPFB.RTS-12.18;1;06.11.2018;13:58:00;114600;114600;114550;114560;388
SPFB.RTS-12.18;1;06.11.2018;13:59:00;114560;114600;114510;114520;415
SPFB.RTS-12.18;1;06.11.2018;14:00:00;114510;114540;114500;114500;158
SPFB.RTS-12.18;1;06.11.2018;14:06:00;114520;114580;114480;114510;1433
SPFB.RTS-12.18;1;06.11.2018;14:07:00;114520;114520;114460;114500;523
SPFB.RTS-12.18;1;06.11.2018;14:08:00;114500;114540;114490;114530;531
SPFB.RTS-12.18;1;06.11.2018;14:09:00;114520;114520;114460;114460;238
SPFB.RTS-12.18;1;06.11.2018;14:10:00;114470;114480;114450;114470;232
SPFB.RTS-12.18;1;06.11.2018;14:11:00;114480;114510;114480;114480;139
SPFB.RTS-12.18;1;06.11.2018;14:12:00;114490;114510;114470;114500;146
SPFB.RTS-12.18;1;06.11.2018;14:13:00;114510;114570;114500;114570;254
SPFB.RTS-12.18;1;06.11.2018;14:14:00;114550;114570;114520;114530;165
SPFB.RTS-12.18;1;06.11.2018;14:15:00;114520;114560;114490;114560;234
SPFB.RTS-12.18;1;06.11.2018;14:16:00;114570;114620;114540;114550;603
SPFB.RTS-12.18;1;06.11.2018;14:17:00;114550;114560;114500;114520;401
SPFB.RTS-12.18;1;06.11.2018;14:18:00;114540;114550;114510;114510;92
SPFB.RTS-12.18;1;06.11.2018;14:19:00;114520;114560;114500;114550;76
SPFB.RTS-12.18;1;06.11.2018;14:20:00;114560;114560;114530;114530;62
SPFB.RTS-12.18;1;06.11.2018;14:21:00;114530;114540;114500;114530;151
SPFB.RTS-12.18;1;06.11.2018;14:22:00;114530;114560;114480;114490;248
SPFB.RTS-12.18;1;06.11.2018;14:23:00;114500;114510;114490;114490;117
SPFB.RTS-12.18;1;06.11.2018;14:24:00;114490;114500;114450;114460;214
SPFB.RTS-12.18;1;06.11.2018;14:25:00;114460;114510;114450;114500;147
SPFB.RTS-12.18;1;06.11.2018;14:26:00;114510;114510;114460;114460;94
SPFB.RTS-12.18;1;06.11.2018;14:27:00;114460;114470;114450;114460;121
SPFB.RTS-12.18;1;06.11.2018;14:28:00;114460;114460;114390;114460;714
SPFB.RTS-12.18;1;06.11.2018;14:29:00;114460;114510;114450;114510;231
SPFB.RTS-12.18;1;06.11.2018;14:30:00;114510;114530;114440;114450;337
SPFB.RTS-12.18;1;06.11.2018;14:31:00;114460;114470;114430;114450;139
SPFB.RTS-12.18;1;06.11.2018;14:32:00;114450;114470;114450;114470;91
SPFB.RTS-12.18;1;06.11.2018;14:33:00;114480;114490;114470;114470;161
SPFB.RTS-12.18;1;06.11.2018;14:34:00;114470;114520;114460;114510;137
SPFB.RTS-12.18;1;06.11.2018;14:35:00;114510;114520;114450;114480;228
SPFB.RTS-12.18;1;06.11.2018;14:36:00;114490;114490;114450;114450;175
SPFB.RTS-12.18;1;06.11.2018;14:37:00;114440;114470;114410;114430;179
SPFB.RTS-12.18;1;06.11.2018;14:38:00;114420;114440;114420;114430;100
SPFB.RTS-12.18;1;06.11.2018;14:39:00;114430;114450;114420;114430;124
SPFB.RTS-12.18;1;06.11.2018;14:40:00;114430;114450;114410;114430;194
SPFB.RTS-12.18;1;06.11.2018;14:41:00;114440;114460;114430;114440;127
SPFB.RTS-12.18;1;06.11.2018;14:42:00;114420;114500;114410;114480;495
SPFB.RTS-12.18;1;06.11.2018;14:43:00;114480;114520;114480;114510;257
SPFB.RTS-12.18;1;06.11.2018;14:44:00;114500;114550;114490;114540;171
SPFB.RTS-12.18;1;06.11.2018;14:45:00;114530;114550;114510;114530;287
SPFB.RTS-12.18;1;06.11.2018;14:46:00;114530;114590;114510;114540;472
SPFB.RTS-12.18;1;06.11.2018;14:47:00;114550;114560;114530;114550;169
SPFB.RTS-12.18;1;06.11.2018;14:48:00;114540;114550;114500;114510;81
SPFB.RTS-12.18;1;06.11.2018;14:49:00;114510;114520;114490;114490;135
SPFB.RTS-12.18;1;06.11.2018;14:50:00;114490;114520;114480;114520;71
SPFB.RTS-12.18;1;06.11.2018;14:51:00;114530;114530;114510;114520;53
SPFB.RTS-12.18;1;06.11.2018;14:52:00;114520;114530;114500;114500;47
SPFB.RTS-12.18;1;06.11.2018;14:53:00;114500;114500;114230;114230;2616
SPFB.RTS-12.18;1;06.11.2018;14:54:00;114240;114330;114210;114320;991
SPFB.RTS-12.18;1;06.11.2018;14:55:00;114310;114340;114280;114290;296
SPFB.RTS-12.18;1;06.11.2018;14:56:00;114290;114310;114250;114300;361
SPFB.RTS-12.18;1;06.11.2018;14:57:00;114290;114350;114280;114330;243
SPFB.RTS-12.18;1;06.11.2018;14:58:00;114340;114340;114310;114310;201
SPFB.RTS-12.18;1;06.11.2018;14:59:00;114320;114330;114280;114290;227
SPFB.RTS-12.18;1;06.11.2018;15:00:00;114290;114350;114280;114350;259
SPFB.RTS-12.18;1;06.11.2018;15:01:00;114330;114360;114240;114250;733
SPFB.RTS-12.18;1;06.11.2018;15:02:00;114250;114260;114220;114250;396
SPFB.RTS-12.18;1;06.11.2018;15:03:00;114240;114300;114230;114260;270
SPFB.RTS-12.18;1;06.11.2018;15:04:00;114270;114270;114250;114260;137
SPFB.RTS-12.18;1;06.11.2018;15:05:00;114270;114290;114250;114290;129
SPFB.RTS-12.18;1;06.11.2018;15:06:00;114300;114300;114210;114240;357
SPFB.RTS-12.18;1;06.11.2018;15:07:00;114220;114260;114210;114260;278
SPFB.RTS-12.18;1;06.11.2018;15:08:00;114260;114260;114210;114230;214
SPFB.RTS-12.18;1;06.11.2018;15:09:00;114240;114270;114210;114240;357
SPFB.RTS-12.18;1;06.11.2018;15:10:00;114250;114250;114220;114220;214
SPFB.RTS-12.18;1;06.11.2018;15:11:00;114220;114280;114210;114270;324
SPFB.RTS-12.18;1;06.11.2018;15:12:00;114270;114280;114210;114250;354
SPFB.RTS-12.18;1;06.11.2018;15:13:00;114250;114280;114250;114280;149
SPFB.RTS-12.18;1;06.11.2018;15:14:00;114260;114280;114250;114280;153
SPFB.RTS-12.18;1;06.11.2018;15:15:00;114280;114300;114260;114290;220
SPFB.RTS-12.18;1;06.11.2018;15:16:00;114290;114300;114250;114270;151
SPFB.RTS-12.18;1;06.11.2018;15:17:00;114250;114320;114250;114290;178
SPFB.RTS-12.18;1;06.11.2018;15:18:00;114310;114390;114290;114380;801
SPFB.RTS-12.18;1;06.11.2018;15:19:00;114380;114380;114290;114310;145
SPFB.RTS-12.18;1;06.11.2018;15:20:00;114310;114320;114280;114290;123
SPFB.RTS-12.18;1;06.11.2018;15:21:00;114300;114350;114290;114350;238
SPFB.RTS-12.18;1;06.11.2018;15:22:00;114330;114360;114320;114350;166
SPFB.RTS-12.18;1;06.11.2018;15:23:00;114360;114440;114360;114420;438
SPFB.RTS-12.18;1;06.11.2018;15:24:00;114410;114430;114400;114420;181
SPFB.RTS-12.18;1;06.11.2018;15:25:00;114420;114420;114360;114360;359
SPFB.RTS-12.18;1;06.11.2018;15:26:00;114360;114390;114360;114380;143
SPFB.RTS-12.18;1;06.11.2018;15:27:00;114370;114400;114350;114390;142
SPFB.RTS-12.18;1;06.11.2018;15:28:00;114380;114400;114370;114380;101
SPFB.RTS-12.18;1;06.11.2018;15:29:00;114370;114470;114370;114450;630
SPFB.RTS-12.18;1;06.11.2018;15:30:00;114460;114500;114440;114490;550
SPFB.RTS-12.18;1;06.11.2018;15:31:00;114480;114490;114420;114440;320
SPFB.RTS-12.18;1;06.11.2018;15:32:00;114440;114500;114420;114430;499
SPFB.RTS-12.18;1;06.11.2018;15:33:00;114420;114450;114390;114450;427
SPFB.RTS-12.18;1;06.11.2018;15:34:00;114450;114450;114420;114420;79
SPFB.RTS-12.18;1;06.11.2018;15:35:00;114440;114450;114430;114450;25
SPFB.RTS-12.18;1;06.11.2018;15:36:00;114450;114470;114440;114440;140
SPFB.RTS-12.18;1;06.11.2018;15:37:00;114450;114550;114430;114500;521
SPFB.RTS-12.18;1;06.11.2018;15:38:00;114510;114570;114510;114530;346
SPFB.RTS-12.18;1;06.11.2018;15:39:00;114530;114550;114500;114530;150
SPFB.RTS-12.18;1;06.11.2018;15:40:00;114540;114570;114520;114570;201
SPFB.RTS-12.18;1;06.11.2018;15:41:00;114570;114590;114550;114580;309
SPFB.RTS-12.18;1;06.11.2018;15:42:00;114560;114640;114560;114610;950
SPFB.RTS-12.18;1;06.11.2018;15:43:00;114620;114650;114590;114640;587
SPFB.RTS-12.18;1;06.11.2018;15:44:00;114630;114640;114590;114640;411
SPFB.RTS-12.18;1;06.11.2018;15:45:00;114640;114720;114630;114680;864
SPFB.RTS-12.18;1;06.11.2018;15:46:00;114690;114730;114640;114640;454
SPFB.RTS-12.18;1;06.11.2018;15:47:00;114640;114670;114620;114650;342
SPFB.RTS-12.18;1;06.11.2018;15:48:00;114650;114670;114640;114670;151
SPFB.RTS-12.18;1;06.11.2018;15:49:00;114670;114680;114650;114670;151
SPFB.RTS-12.18;1;06.11.2018;15:50:00;114680;114750;114670;114720;514
SPFB.RTS-12.18;1;06.11.2018;15:51:00;114730;114900;114720;114830;3306
SPFB.RTS-12.18;1;06.11.2018;15:52:00;114820;114860;114800;114810;952
SPFB.RTS-12.18;1;06.11.2018;15:53:00;114800;114840;114800;114820;728
SPFB.RTS-12.18;1;06.11.2018;15:54:00;114820;114870;114820;114860;478
SPFB.RTS-12.18;1;06.11.2018;15:55:00;114870;114870;114840;114860;303
SPFB.RTS-12.18;1;06.11.2018;15:56:00;114860;114900;114850;114880;566
SPFB.RTS-12.18;1;06.11.2018;15:57:00;114870;114890;114860;114870;331
SPFB.RTS-12.18;1;06.11.2018;15:58:00;114870;114880;114830;114840;342
SPFB.RTS-12.18;1;06.11.2018;15:59:00;114840;114850;114810;114840;540
SPFB.RTS-12.18;1;06.11.2018;16:00:00;114830;114850;114780;114790;1014
SPFB.RTS-12.18;1;06.11.2018;16:01:00;114790;114830;114760;114770;568
SPFB.RTS-12.18;1;06.11.2018;16:02:00;114790;114810;114750;114760;531
SPFB.RTS-12.18;1;06.11.2018;16:03:00;114770;114830;114770;114830;287
SPFB.RTS-12.18;1;06.11.2018;16:04:00;114820;114840;114800;114820;224
SPFB.RTS-12.18;1;06.11.2018;16:05:00;114810;114830;114780;114790;237
SPFB.RTS-12.18;1;06.11.2018;16:06:00;114790;114800;114770;114800;419
SPFB.RTS-12.18;1;06.11.2018;16:07:00;114800;114810;114780;114790;259
SPFB.RTS-12.18;1;06.11.2018;16:08:00;114800;114810;114790;114800;203
SPFB.RTS-12.18;1;06.11.2018;16:09:00;114820;114820;114770;114770;184
SPFB.RTS-12.18;1;06.11.2018;16:10:00;114770;114790;114770;114790;349
SPFB.RTS-12.18;1;06.11.2018;16:11:00;114780;114800;114770;114790;124
SPFB.RTS-12.18;1;06.11.2018;16:12:00;114780;114790;114710;114730;645
SPFB.RTS-12.18;1;06.11.2018;16:13:00;114730;114760;114730;114730;386
SPFB.RTS-12.18;1;06.11.2018;16:14:00;114750;114800;114740;114790;217
SPFB.RTS-12.18;1;06.11.2018;16:15:00;114790;114800;114760;114780;171
SPFB.RTS-12.18;1;06.11.2018;16:16:00;114770;114780;114750;114770;188
SPFB.RTS-12.18;1;06.11.2018;16:17:00;114780;114810;114780;114800;279
SPFB.RTS-12.18;1;06.11.2018;16:18:00;114800;114830;114790;114790;176
SPFB.RTS-12.18;1;06.11.2018;16:19:00;114800;114840;114780;114820;161
SPFB.RTS-12.18;1;06.11.2018;16:20:00;114820;114820;114800;114800;171
SPFB.RTS-12.18;1;06.11.2018;16:21:00;114790;114830;114770;114770;151
SPFB.RTS-12.18;1;06.11.2018;16:22:00;114780;114850;114770;114850;325
SPFB.RTS-12.18;1;06.11.2018;16:23:00;114850;114850;114820;114840;80
SPFB.RTS-12.18;1;06.11.2018;16:24:00;114850;114870;114840;114850;300
SPFB.RTS-12.18;1;06.11.2018;16:25:00;114840;114870;114820;114840;354
SPFB.RTS-12.18;1;06.11.2018;16:26:00;114850;114870;114840;114870;112
SPFB.RTS-12.18;1;06.11.2018;16:27:00;114860;114890;114840;114880;173
SPFB.RTS-12.18;1;06.11.2018;16:28:00;114880;114950;114850;114940;1204
SPFB.RTS-12.18;1;06.11.2018;16:29:00;114940;114950;114890;114900;545
SPFB.RTS-12.18;1;06.11.2018;16:30:00;114890;114910;114860;114870;358
SPFB.RTS-12.18;1;06.11.2018;16:31:00;114870;114890;114810;114830;792
SPFB.RTS-12.18;1;06.11.2018;16:32:00;114840;114840;114800;114800;397
SPFB.RTS-12.18;1;06.11.2018;16:33:00;114810;114870;114800;114870;302
SPFB.RTS-12.18;1;06.11.2018;16:34:00;114870;114880;114810;114820;273
SPFB.RTS-12.18;1;06.11.2018;16:35:00;114810;114820;114780;114810;363
SPFB.RTS-12.18;1;06.11.2018;16:36:00;114810;114860;114780;114840;181
SPFB.RTS-12.18;1;06.11.2018;16:37:00;114840;114910;114830;114870;457
SPFB.RTS-12.18;1;06.11.2018;16:38:00;114870;114920;114870;114910;364
SPFB.RTS-12.18;1;06.11.2018;16:39:00;114910;114980;114890;114940;1440
SPFB.RTS-12.18;1;06.11.2018;16:40:00;114950;114970;114920;114960;325
SPFB.RTS-12.18;1;06.11.2018;16:41:00;114970;115070;114940;115030;2440
SPFB.RTS-12.18;1;06.11.2018;16:42:00;115040;115120;115020;115070;1865
SPFB.RTS-12.18;1;06.11.2018;16:43:00;115080;115100;115030;115060;991
SPFB.RTS-12.18;1;06.11.2018;16:44:00;115060;115060;114940;114980;1691
SPFB.RTS-12.18;1;06.11.2018;16:45:00;114990;115050;114980;115010;470
SPFB.RTS-12.18;1;06.11.2018;16:46:00;115020;115040;115000;115000;282
SPFB.RTS-12.18;1;06.11.2018;16:47:00;115020;115030;114980;114990;331
SPFB.RTS-12.18;1;06.11.2018;16:48:00;115000;115020;114990;115010;301
SPFB.RTS-12.18;1;06.11.2018;16:49:00;115030;115030;114960;114990;382
SPFB.RTS-12.18;1;06.11.2018;16:50:00;114980;115000;114960;114960;297
SPFB.RTS-12.18;1;06.11.2018;16:51:00;114960;114970;114900;114950;780
SPFB.RTS-12.18;1;06.11.2018;16:52:00;114940;114990;114900;114910;302
SPFB.RTS-12.18;1;06.11.2018;16:53:00;114920;114940;114920;114920;212
SPFB.RTS-12.18;1;06.11.2018;16:54:00;114930;114940;114920;114930;142
SPFB.RTS-12.18;1;06.11.2018;16:55:00;114940;115000;114930;114980;235
SPFB.RTS-12.18;1;06.11.2018;16:56:00;114970;115140;114970;115120;1400
SPFB.RTS-12.18;1;06.11.2018;16:57:00;115120;115130;115060;115100;440
SPFB.RTS-12.18;1;06.11.2018;16:58:00;115110;115160;115100;115140;1357
SPFB.RTS-12.18;1;06.11.2018;16:59:00;115130;115160;115090;115130;378
SPFB.RTS-12.18;1;06.11.2018;17:00:00;115130;115160;115080;115110;804
SPFB.RTS-12.18;1;06.11.2018;17:01:00;115110;115160;115090;115120;577
SPFB.RTS-12.18;1;06.11.2018;17:02:00;115120;115130;115040;115060;609
SPFB.RTS-12.18;1;06.11.2018;17:03:00;115070;115090;115030;115040;780
SPFB.RTS-12.18;1;06.11.2018;17:04:00;115050;115060;114990;114990;520
SPFB.RTS-12.18;1;06.11.2018;17:05:00;115000;115010;114920;114940;874
SPFB.RTS-12.18;1;06.11.2018;17:06:00;114940;114950;114910;114930;520
SPFB.RTS-12.18;1;06.11.2018;17:07:00;114930;114960;114910;114930;568
SPFB.RTS-12.18;1;06.11.2018;17:08:00;114930;114940;114890;114940;335
SPFB.RTS-12.18;1;06.11.2018;17:09:00;114950;114950;114900;114910;190
SPFB.RTS-12.18;1;06.11.2018;17:10:00;114910;114950;114910;114910;183
SPFB.RTS-12.18;1;06.11.2018;17:11:00;114930;114980;114920;114960;285
SPFB.RTS-12.18;1;06.11.2018;17:12:00;114970;114980;114910;114910;334
SPFB.RTS-12.18;1;06.11.2018;17:13:00;114930;114970;114920;114930;131
SPFB.RTS-12.18;1;06.11.2018;17:14:00;114930;114940;114890;114910;428
SPFB.RTS-12.18;1;06.11.2018;17:15:00;114900;114920;114890;114890;196
SPFB.RTS-12.18;1;06.11.2018;17:16:00;114910;114930;114900;114900;110
SPFB.RTS-12.18;1;06.11.2018;17:17:00;114900;114920;114870;114870;348
SPFB.RTS-12.18;1;06.11.2018;17:18:00;114870;114900;114830;114870;813
SPFB.RTS-12.18;1;06.11.2018;17:19:00;114870;114880;114850;114850;160
SPFB.RTS-12.18;1;06.11.2018;17:20:00;114840;114880;114830;114870;142
SPFB.RTS-12.18;1;06.11.2018;17:21:00;114870;114940;114870;114930;420
SPFB.RTS-12.18;1;06.11.2018;17:22:00;114940;114970;114900;114970;476
SPFB.RTS-12.18;1;06.11.2018;17:23:00;114970;114980;114940;114950;209
SPFB.RTS-12.18;1;06.11.2018;17:24:00;114950;114950;114930;114940;163
SPFB.RTS-12.18;1;06.11.2018;17:25:00;114940;114960;114930;114940;114
SPFB.RTS-12.18;1;06.11.2018;17:26:00;114950;115010;114940;115000;563
SPFB.RTS-12.18;1;06.11.2018;17:27:00;115020;115020;114960;114960;182
SPFB.RTS-12.18;1;06.11.2018;17:28:00;114960;114970;114930;114930;254
SPFB.RTS-12.18;1;06.11.2018;17:29:00;114940;114960;114920;114930;116
SPFB.RTS-12.18;1;06.11.2018;17:30:00;114930;114980;114930;114950;172
SPFB.RTS-12.18;1;06.11.2018;17:31:00;114950;114980;114850;114860;934
SPFB.RTS-12.18;1;06.11.2018;17:32:00;114860;114970;114860;114950;706
SPFB.RTS-12.18;1;06.11.2018;17:33:00;114950;115040;114940;114990;892
SPFB.RTS-12.18;1;06.11.2018;17:34:00;115000;115010;114960;114980;673
SPFB.RTS-12.18;1;06.11.2018;17:35:00;114970;115010;114930;114960;625
SPFB.RTS-12.18;1;06.11.2018;17:36:00;114970;115040;114950;115030;772
SPFB.RTS-12.18;1;06.11.2018;17:37:00;115030;115040;114960;114970;376
SPFB.RTS-12.18;1;06.11.2018;17:38:00;114960;114970;114910;114970;509
SPFB.RTS-12.18;1;06.11.2018;17:39:00;114960;114960;114890;114900;407
SPFB.RTS-12.18;1;06.11.2018;17:40:00;114910;114940;114870;114920;494
SPFB.RTS-12.18;1;06.11.2018;17:41:00;114920;114930;114890;114890;181
SPFB.RTS-12.18;1;06.11.2018;17:42:00;114910;114930;114860;114860;365
SPFB.RTS-12.18;1;06.11.2018;17:43:00;114860;114910;114860;114900;135
SPFB.RTS-12.18;1;06.11.2018;17:44:00;114890;114930;114840;114840;488
SPFB.RTS-12.18;1;06.11.2018;17:45:00;114840;114850;114780;114790;1133
SPFB.RTS-12.18;1;06.11.2018;17:46:00;114790;114860;114790;114830;587
SPFB.RTS-12.18;1;06.11.2018;17:47:00;114850;114880;114790;114800;593
SPFB.RTS-12.18;1;06.11.2018;17:48:00;114810;114840;114740;114760;1142
SPFB.RTS-12.18;1;06.11.2018;17:49:00;114770;114800;114730;114780;624
SPFB.RTS-12.18;1;06.11.2018;17:50:00;114780;114790;114730;114770;462
SPFB.RTS-12.18;1;06.11.2018;17:51:00;114770;114790;114650;114730;1489
SPFB.RTS-12.18;1;06.11.2018;17:52:00;114720;114740;114700;114730;535
SPFB.RTS-12.18;1;06.11.2018;17:53:00;114720;114760;114670;114670;1519
SPFB.RTS-12.18;1;06.11.2018;17:54:00;114680;114740;114610;114630;1107
SPFB.RTS-12.18;1;06.11.2018;17:55:00;114630;114710;114620;114700;718
SPFB.RTS-12.18;1;06.11.2018;17:56:00;114700;114710;114640;114670;462
SPFB.RTS-12.18;1;06.11.2018;17:57:00;114660;114710;114660;114700;406
SPFB.RTS-12.18;1;06.11.2018;17:58:00;114700;114730;114670;114700;644
SPFB.RTS-12.18;1;06.11.2018;17:59:00;114690;114760;114680;114740;877
SPFB.RTS-12.18;1;06.11.2018;18:00:00;114740;114770;114670;114690;858
SPFB.RTS-12.18;1;06.11.2018;18:01:00;114680;114740;114670;114730;557
SPFB.RTS-12.18;1;06.11.2018;18:02:00;114730;114780;114710;114760;553
