<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;08.10.2018;14:36:00;114590;114600;114530;114570;172
SPFB.RTS-12.18;1;08.10.2018;14:37:00;114570;114580;114530;114580;151
SPFB.RTS-12.18;1;08.10.2018;14:38:00;114580;114780;114580;114760;1900
SPFB.RTS-12.18;1;08.10.2018;14:39:00;114750;114820;114710;114800;1217
SPFB.RTS-12.18;1;08.10.2018;14:40:00;114810;114810;114750;114750;588
SPFB.RTS-12.18;1;08.10.2018;14:41:00;114760;114800;114730;114790;491
SPFB.RTS-12.18;1;08.10.2018;14:42:00;114790;114800;114720;114720;858
SPFB.RTS-12.18;1;08.10.2018;14:43:00;114740;114750;114690;114690;445
SPFB.RTS-12.18;1;08.10.2018;14:44:00;114700;114710;114680;114700;520
SPFB.RTS-12.18;1;08.10.2018;14:45:00;114700;114730;114660;114670;867
SPFB.RTS-12.18;1;08.10.2018;14:46:00;114660;114700;114650;114650;300
SPFB.RTS-12.18;1;08.10.2018;14:47:00;114650;114680;114600;114630;468
SPFB.RTS-12.18;1;08.10.2018;14:48:00;114630;114630;114520;114550;841
SPFB.RTS-12.18;1;08.10.2018;14:49:00;114540;114600;114530;114600;483
SPFB.RTS-12.18;1;08.10.2018;14:50:00;114600;114610;114570;114600;242
SPFB.RTS-12.18;1;08.10.2018;14:51:00;114610;114620;114550;114580;252
SPFB.RTS-12.18;1;08.10.2018;14:52:00;114580;114650;114580;114620;273
SPFB.RTS-12.18;1;08.10.2018;14:53:00;114610;114610;114550;114570;237
SPFB.RTS-12.18;1;08.10.2018;14:54:00;114580;114580;114520;114580;276
SPFB.RTS-12.18;1;08.10.2018;14:55:00;114580;114630;114570;114610;378
SPFB.RTS-12.18;1;08.10.2018;14:56:00;114610;114670;114610;114670;379
SPFB.RTS-12.18;1;08.10.2018;14:57:00;114660;114670;114600;114600;416
SPFB.RTS-12.18;1;08.10.2018;14:58:00;114600;114610;114570;114610;159
SPFB.RTS-12.18;1;08.10.2018;14:59:00;114600;114630;114600;114620;61
SPFB.RTS-12.18;1;08.10.2018;15:00:00;114600;114640;114600;114630;145
SPFB.RTS-12.18;1;08.10.2018;15:01:00;114620;114690;114610;114670;385
SPFB.RTS-12.18;1;08.10.2018;15:02:00;114670;114680;114640;114660;369
SPFB.RTS-12.18;1;08.10.2018;15:03:00;114660;114690;114650;114660;148
SPFB.RTS-12.18;1;08.10.2018;15:04:00;114670;114670;114590;114590;182
SPFB.RTS-12.18;1;08.10.2018;15:05:00;114600;114630;114590;114610;111
SPFB.RTS-12.18;1;08.10.2018;15:06:00;114610;114620;114520;114590;679
SPFB.RTS-12.18;1;08.10.2018;15:07:00;114600;114660;114600;114650;408
SPFB.RTS-12.18;1;08.10.2018;15:08:00;114640;114660;114620;114640;167
SPFB.RTS-12.18;1;08.10.2018;15:09:00;114630;114640;114600;114600;34
SPFB.RTS-12.18;1;08.10.2018;15:10:00;114600;114610;114550;114570;320
SPFB.RTS-12.18;1;08.10.2018;15:11:00;114580;114640;114570;114620;465
SPFB.RTS-12.18;1;08.10.2018;15:12:00;114630;114660;114620;114620;180
SPFB.RTS-12.18;1;08.10.2018;15:13:00;114610;114630;114600;114610;102
SPFB.RTS-12.18;1;08.10.2018;15:14:00;114610;114620;114590;114600;61
SPFB.RTS-12.18;1;08.10.2018;15:15:00;114590;114590;114460;114460;1201
SPFB.RTS-12.18;1;08.10.2018;15:16:00;114460;114470;114410;114420;744
SPFB.RTS-12.18;1;08.10.2018;15:17:00;114430;114470;114410;114460;308
SPFB.RTS-12.18;1;08.10.2018;15:18:00;114470;114470;114440;114460;144
SPFB.RTS-12.18;1;08.10.2018;15:19:00;114470;114480;114450;114460;135
SPFB.RTS-12.18;1;08.10.2018;15:20:00;114470;114490;114440;114490;243
SPFB.RTS-12.18;1;08.10.2018;15:21:00;114490;114530;114460;114510;525
SPFB.RTS-12.18;1;08.10.2018;15:22:00;114500;114530;114490;114510;584
SPFB.RTS-12.18;1;08.10.2018;15:23:00;114520;114570;114510;114510;341
SPFB.RTS-12.18;1;08.10.2018;15:24:00;114510;114550;114500;114530;170
SPFB.RTS-12.18;1;08.10.2018;15:25:00;114530;114550;114510;114510;105
SPFB.RTS-12.18;1;08.10.2018;15:26:00;114520;114540;114500;114510;132
SPFB.RTS-12.18;1;08.10.2018;15:27:00;114520;114620;114500;114590;547
SPFB.RTS-12.18;1;08.10.2018;15:28:00;114590;114620;114560;114570;355
SPFB.RTS-12.18;1;08.10.2018;15:29:00;114580;114610;114520;114530;606
SPFB.RTS-12.18;1;08.10.2018;15:30:00;114520;114520;114450;114460;674
SPFB.RTS-12.18;1;08.10.2018;15:31:00;114460;114540;114450;114510;255
SPFB.RTS-12.18;1;08.10.2018;15:32:00;114510;114510;114440;114470;603
SPFB.RTS-12.18;1;08.10.2018;15:33:00;114470;114520;114450;114490;225
SPFB.RTS-12.18;1;08.10.2018;15:34:00;114500;114500;114450;114460;75
SPFB.RTS-12.18;1;08.10.2018;15:35:00;114450;114490;114420;114490;377
SPFB.RTS-12.18;1;08.10.2018;15:36:00;114490;114490;114460;114480;219
SPFB.RTS-12.18;1;08.10.2018;15:37:00;114480;114520;114440;114440;389
SPFB.RTS-12.18;1;08.10.2018;15:38:00;114450;114500;114440;114480;92
SPFB.RTS-12.18;1;08.10.2018;15:39:00;114480;114480;114460;114480;100
SPFB.RTS-12.18;1;08.10.2018;15:40:00;114470;114560;114470;114550;262
SPFB.RTS-12.18;1;08.10.2018;15:41:00;114540;114550;114510;114520;327
SPFB.RTS-12.18;1;08.10.2018;15:42:00;114510;114520;114500;114520;38
SPFB.RTS-12.18;1;08.10.2018;15:43:00;114500;114500;114460;114470;194
SPFB.RTS-12.18;1;08.10.2018;15:44:00;114460;114470;114420;114420;304
SPFB.RTS-12.18;1;08.10.2018;15:45:00;114420;114490;114420;114450;188
SPFB.RTS-12.18;1;08.10.2018;15:46:00;114440;114460;114420;114440;218
SPFB.RTS-12.18;1;08.10.2018;15:47:00;114430;114430;114360;114370;736
SPFB.RTS-12.18;1;08.10.2018;15:48:00;114370;114420;114360;114390;482
SPFB.RTS-12.18;1;08.10.2018;15:49:00;114390;114420;114360;114370;358
SPFB.RTS-12.18;1;08.10.2018;15:50:00;114390;114420;114360;114420;530
SPFB.RTS-12.18;1;08.10.2018;15:51:00;114420;114460;114410;114420;264
SPFB.RTS-12.18;1;08.10.2018;15:52:00;114410;114410;114360;114370;390
SPFB.RTS-12.18;1;08.10.2018;15:53:00;114370;114400;114360;114400;219
SPFB.RTS-12.18;1;08.10.2018;15:54:00;114390;114430;114360;114420;250
SPFB.RTS-12.18;1;08.10.2018;15:55:00;114400;114420;114380;114400;109
SPFB.RTS-12.18;1;08.10.2018;15:56:00;114390;114410;114380;114400;216
SPFB.RTS-12.18;1;08.10.2018;15:57:00;114390;114420;114360;114370;368
SPFB.RTS-12.18;1;08.10.2018;15:58:00;114360;114370;114360;114360;725
SPFB.RTS-12.18;1;08.10.2018;15:59:00;114360;114400;114360;114380;242
SPFB.RTS-12.18;1;08.10.2018;16:00:00;114370;114400;114370;114390;138
SPFB.RTS-12.18;1;08.10.2018;16:01:00;114400;114500;114400;114470;1467
SPFB.RTS-12.18;1;08.10.2018;16:02:00;114480;114540;114420;114430;372
SPFB.RTS-12.18;1;08.10.2018;16:03:00;114430;114450;114410;114430;216
SPFB.RTS-12.18;1;08.10.2018;16:04:00;114430;114490;114430;114490;228
SPFB.RTS-12.18;1;08.10.2018;16:05:00;114490;114520;114490;114520;224
SPFB.RTS-12.18;1;08.10.2018;16:06:00;114530;114560;114470;114490;527
SPFB.RTS-12.18;1;08.10.2018;16:07:00;114490;114570;114490;114570;320
SPFB.RTS-12.18;1;08.10.2018;16:08:00;114570;114600;114500;114520;447
SPFB.RTS-12.18;1;08.10.2018;16:09:00;114520;114540;114490;114500;241
SPFB.RTS-12.18;1;08.10.2018;16:10:00;114500;114520;114480;114500;154
SPFB.RTS-12.18;1;08.10.2018;16:11:00;114520;114520;114450;114460;271
SPFB.RTS-12.18;1;08.10.2018;16:12:00;114460;114460;114420;114450;270
SPFB.RTS-12.18;1;08.10.2018;16:13:00;114440;114520;114440;114520;199
SPFB.RTS-12.18;1;08.10.2018;16:14:00;114500;114550;114490;114520;214
SPFB.RTS-12.18;1;08.10.2018;16:15:00;114520;114540;114470;114470;232
SPFB.RTS-12.18;1;08.10.2018;16:16:00;114470;114470;114340;114350;1190
SPFB.RTS-12.18;1;08.10.2018;16:17:00;114350;114410;114330;114370;641
SPFB.RTS-12.18;1;08.10.2018;16:18:00;114360;114370;114290;114290;825
SPFB.RTS-12.18;1;08.10.2018;16:19:00;114290;114330;114270;114320;580
SPFB.RTS-12.18;1;08.10.2018;16:20:00;114330;114340;114290;114340;292
SPFB.RTS-12.18;1;08.10.2018;16:21:00;114350;114350;114280;114290;296
SPFB.RTS-12.18;1;08.10.2018;16:22:00;114280;114320;114270;114310;212
SPFB.RTS-12.18;1;08.10.2018;16:23:00;114290;114350;114290;114340;199
SPFB.RTS-12.18;1;08.10.2018;16:24:00;114350;114370;114330;114350;183
SPFB.RTS-12.18;1;08.10.2018;16:25:00;114360;114440;114350;114400;574
SPFB.RTS-12.18;1;08.10.2018;16:26:00;114390;114430;114380;114420;581
SPFB.RTS-12.18;1;08.10.2018;16:27:00;114430;114430;114360;114380;422
SPFB.RTS-12.18;1;08.10.2018;16:28:00;114380;114410;114370;114410;181
SPFB.RTS-12.18;1;08.10.2018;16:29:00;114390;114400;114350;114380;152
SPFB.RTS-12.18;1;08.10.2018;16:30:00;114380;114390;114360;114370;123
SPFB.RTS-12.18;1;08.10.2018;16:31:00;114380;114380;114330;114350;569
SPFB.RTS-12.18;1;08.10.2018;16:32:00;114340;114340;114210;114250;1853
SPFB.RTS-12.18;1;08.10.2018;16:33:00;114250;114280;114240;114260;300
SPFB.RTS-12.18;1;08.10.2018;16:34:00;114240;114320;114170;114320;1870
SPFB.RTS-12.18;1;08.10.2018;16:35:00;114330;114370;114300;114330;1160
SPFB.RTS-12.18;1;08.10.2018;16:36:00;114320;114370;114290;114300;792
SPFB.RTS-12.18;1;08.10.2018;16:37:00;114310;114390;114290;114390;760
SPFB.RTS-12.18;1;08.10.2018;16:38:00;114380;114440;114370;114400;1047
SPFB.RTS-12.18;1;08.10.2018;16:39:00;114410;114520;114400;114520;1571
SPFB.RTS-12.18;1;08.10.2018;16:40:00;114510;114530;114460;114490;598
SPFB.RTS-12.18;1;08.10.2018;16:41:00;114480;114490;114400;114430;756
SPFB.RTS-12.18;1;08.10.2018;16:42:00;114430;114490;114420;114470;409
SPFB.RTS-12.18;1;08.10.2018;16:43:00;114460;114580;114450;114550;1378
SPFB.RTS-12.18;1;08.10.2018;16:44:00;114560;114590;114520;114520;751
SPFB.RTS-12.18;1;08.10.2018;16:45:00;114520;114640;114520;114590;1138
SPFB.RTS-12.18;1;08.10.2018;16:46:00;114590;114720;114570;114650;1881
SPFB.RTS-12.18;1;08.10.2018;16:47:00;114660;114690;114620;114650;528
SPFB.RTS-12.18;1;08.10.2018;16:48:00;114660;114690;114640;114680;599
SPFB.RTS-12.18;1;08.10.2018;16:49:00;114680;114750;114680;114750;1149
SPFB.RTS-12.18;1;08.10.2018;16:50:00;114750;114760;114700;114710;580
SPFB.RTS-12.18;1;08.10.2018;16:51:00;114710;114770;114700;114710;741
SPFB.RTS-12.18;1;08.10.2018;16:52:00;114710;114720;114650;114710;2379
SPFB.RTS-12.18;1;08.10.2018;16:53:00;114710;114710;114640;114690;306
SPFB.RTS-12.18;1;08.10.2018;16:54:00;114680;114800;114680;114730;1121
SPFB.RTS-12.18;1;08.10.2018;16:55:00;114740;114760;114700;114720;346
SPFB.RTS-12.18;1;08.10.2018;16:56:00;114710;114720;114660;114660;320
SPFB.RTS-12.18;1;08.10.2018;16:57:00;114660;114680;114640;114660;308
SPFB.RTS-12.18;1;08.10.2018;16:58:00;114670;114770;114670;114760;291
SPFB.RTS-12.18;1;08.10.2018;16:59:00;114740;114800;114730;114760;418
SPFB.RTS-12.18;1;08.10.2018;17:00:00;114750;114800;114740;114770;1044
SPFB.RTS-12.18;1;08.10.2018;17:01:00;114780;114940;114770;114910;3455
SPFB.RTS-12.18;1;08.10.2018;17:02:00;114910;115070;114900;115030;2540
SPFB.RTS-12.18;1;08.10.2018;17:03:00;115030;115040;114950;114960;1121
SPFB.RTS-12.18;1;08.10.2018;17:04:00;114970;115040;114940;114960;982
SPFB.RTS-12.18;1;08.10.2018;17:05:00;114960;115150;114950;115080;2025
SPFB.RTS-12.18;1;08.10.2018;17:06:00;115080;115100;115030;115030;818
SPFB.RTS-12.18;1;08.10.2018;17:07:00;115030;115110;115020;115050;643
SPFB.RTS-12.18;1;08.10.2018;17:08:00;115040;115070;115030;115030;388
SPFB.RTS-12.18;1;08.10.2018;17:09:00;115030;115100;115010;115060;528
SPFB.RTS-12.18;1;08.10.2018;17:10:00;115070;115190;115060;115190;1323
SPFB.RTS-12.18;1;08.10.2018;17:11:00;115190;115280;115190;115210;1887
SPFB.RTS-12.18;1;08.10.2018;17:12:00;115210;115340;115200;115300;2070
SPFB.RTS-12.18;1;08.10.2018;17:13:00;115310;115440;115290;115390;2099
SPFB.RTS-12.18;1;08.10.2018;17:14:00;115410;115440;115360;115390;1748
SPFB.RTS-12.18;1;08.10.2018;17:15:00;115390;115470;115360;115410;1515
SPFB.RTS-12.18;1;08.10.2018;17:16:00;115410;115490;115400;115480;2229
SPFB.RTS-12.18;1;08.10.2018;17:17:00;115480;115520;115360;115380;1460
SPFB.RTS-12.18;1;08.10.2018;17:18:00;115380;115420;115350;115390;816
SPFB.RTS-12.18;1;08.10.2018;17:19:00;115390;115400;115360;115370;316
SPFB.RTS-12.18;1;08.10.2018;17:20:00;115360;115390;115320;115340;1056
SPFB.RTS-12.18;1;08.10.2018;17:21:00;115340;115380;115270;115290;975
SPFB.RTS-12.18;1;08.10.2018;17:22:00;115300;115320;115260;115310;511
SPFB.RTS-12.18;1;08.10.2018;17:23:00;115300;115320;115260;115290;326
SPFB.RTS-12.18;1;08.10.2018;17:24:00;115280;115290;115250;115260;332
SPFB.RTS-12.18;1;08.10.2018;17:25:00;115260;115320;115250;115300;421
SPFB.RTS-12.18;1;08.10.2018;17:26:00;115310;115480;115290;115470;1251
SPFB.RTS-12.18;1;08.10.2018;17:27:00;115470;115490;115320;115330;849
SPFB.RTS-12.18;1;08.10.2018;17:28:00;115320;115420;115320;115370;441
SPFB.RTS-12.18;1;08.10.2018;17:29:00;115370;115380;115260;115280;568
SPFB.RTS-12.18;1;08.10.2018;17:30:00;115290;115370;115270;115310;664
SPFB.RTS-12.18;1;08.10.2018;17:31:00;115330;115420;115310;115410;704
SPFB.RTS-12.18;1;08.10.2018;17:32:00;115400;115440;115360;115380;567
SPFB.RTS-12.18;1;08.10.2018;17:33:00;115370;115420;115370;115400;606
SPFB.RTS-12.18;1;08.10.2018;17:34:00;115420;115490;115390;115420;440
SPFB.RTS-12.18;1;08.10.2018;17:35:00;115440;115450;115390;115420;445
SPFB.RTS-12.18;1;08.10.2018;17:36:00;115420;115450;115280;115290;810
SPFB.RTS-12.18;1;08.10.2018;17:37:00;115290;115330;115230;115250;1069
SPFB.RTS-12.18;1;08.10.2018;17:38:00;115250;115270;115180;115200;1497
SPFB.RTS-12.18;1;08.10.2018;17:39:00;115200;115220;115150;115160;735
SPFB.RTS-12.18;1;08.10.2018;17:40:00;115170;115250;115160;115250;663
SPFB.RTS-12.18;1;08.10.2018;17:41:00;115230;115320;115230;115280;727
SPFB.RTS-12.18;1;08.10.2018;17:42:00;115280;115330;115280;115290;225
SPFB.RTS-12.18;1;08.10.2018;17:43:00;115300;115310;115210;115260;399
SPFB.RTS-12.18;1;08.10.2018;17:44:00;115250;115260;115180;115190;208
SPFB.RTS-12.18;1;08.10.2018;17:45:00;115190;115210;115070;115070;1391
SPFB.RTS-12.18;1;08.10.2018;17:46:00;115080;115190;115070;115140;965
SPFB.RTS-12.18;1;08.10.2018;17:47:00;115130;115130;115060;115080;469
SPFB.RTS-12.18;1;08.10.2018;17:48:00;115080;115140;115080;115120;575
SPFB.RTS-12.18;1;08.10.2018;17:49:00;115120;115160;115100;115140;750
SPFB.RTS-12.18;1;08.10.2018;17:50:00;115150;115160;115090;115160;646
SPFB.RTS-12.18;1;08.10.2018;17:51:00;115170;115230;115160;115210;503
SPFB.RTS-12.18;1;08.10.2018;17:52:00;115210;115220;115170;115190;321
SPFB.RTS-12.18;1;08.10.2018;17:53:00;115190;115210;115160;115170;294
SPFB.RTS-12.18;1;08.10.2018;17:54:00;115180;115280;115180;115280;949
SPFB.RTS-12.18;1;08.10.2018;17:55:00;115280;115290;115250;115280;330
SPFB.RTS-12.18;1;08.10.2018;17:56:00;115280;115300;115220;115280;467
SPFB.RTS-12.18;1;08.10.2018;17:57:00;115270;115270;115210;115230;458
SPFB.RTS-12.18;1;08.10.2018;17:58:00;115220;115260;115210;115240;229
SPFB.RTS-12.18;1;08.10.2018;17:59:00;115240;115270;115220;115230;272
SPFB.RTS-12.18;1;08.10.2018;18:00:00;115240;115260;115200;115230;302
SPFB.RTS-12.18;1;08.10.2018;18:01:00;115230;115330;115230;115300;812
SPFB.RTS-12.18;1;08.10.2018;18:02:00;115300;115320;115170;115190;686
SPFB.RTS-12.18;1;08.10.2018;18:03:00;115190;115220;115160;115170;855
SPFB.RTS-12.18;1;08.10.2018;18:04:00;115170;115190;115120;115120;484
SPFB.RTS-12.18;1;08.10.2018;18:05:00;115110;115180;115110;115180;309
SPFB.RTS-12.18;1;08.10.2018;18:06:00;115180;115220;115150;115210;360
SPFB.RTS-12.18;1;08.10.2018;18:07:00;115210;115240;115190;115190;227
SPFB.RTS-12.18;1;08.10.2018;18:08:00;115180;115290;115170;115290;424
SPFB.RTS-12.18;1;08.10.2018;18:09:00;115290;115320;115250;115310;389
SPFB.RTS-12.18;1;08.10.2018;18:10:00;115310;115330;115290;115320;235
SPFB.RTS-12.18;1;08.10.2018;18:11:00;115320;115380;115320;115370;639
SPFB.RTS-12.18;1;08.10.2018;18:12:00;115370;115410;115330;115370;942
SPFB.RTS-12.18;1;08.10.2018;18:13:00;115370;115410;115350;115410;913
SPFB.RTS-12.18;1;08.10.2018;18:14:00;115410;115670;115370;115620;3558
SPFB.RTS-12.18;1;08.10.2018;18:15:00;115600;115720;115550;115690;1806
SPFB.RTS-12.18;1;08.10.2018;18:16:00;115700;115760;115600;115620;2183
SPFB.RTS-12.18;1;08.10.2018;18:17:00;115630;115640;115580;115630;681
SPFB.RTS-12.18;1;08.10.2018;18:18:00;115630;115650;115540;115570;681
SPFB.RTS-12.18;1;08.10.2018;18:19:00;115580;115670;115500;115660;1123
SPFB.RTS-12.18;1;08.10.2018;18:20:00;115670;115680;115530;115610;1125
SPFB.RTS-12.18;1;08.10.2018;18:21:00;115610;115710;115600;115670;706
SPFB.RTS-12.18;1;08.10.2018;18:22:00;115670;115830;115670;115750;1564
SPFB.RTS-12.18;1;08.10.2018;18:23:00;115750;115830;115740;115780;1021
SPFB.RTS-12.18;1;08.10.2018;18:24:00;115790;115870;115770;115840;1047
SPFB.RTS-12.18;1;08.10.2018;18:25:00;115860;115870;115800;115810;775
SPFB.RTS-12.18;1;08.10.2018;18:26:00;115820;115950;115820;115950;1156
SPFB.RTS-12.18;1;08.10.2018;18:27:00;115930;116060;115920;115940;2086
SPFB.RTS-12.18;1;08.10.2018;18:28:00;115940;115950;115840;115860;1227
SPFB.RTS-12.18;1;08.10.2018;18:29:00;115860;115900;115850;115860;567
SPFB.RTS-12.18;1;08.10.2018;18:30:00;115860;115940;115860;115860;1022
SPFB.RTS-12.18;1;08.10.2018;18:31:00;115870;115930;115850;115890;1241
SPFB.RTS-12.18;1;08.10.2018;18:32:00;115920;115950;115810;115820;1367
SPFB.RTS-12.18;1;08.10.2018;18:33:00;115820;115840;115760;115770;770
SPFB.RTS-12.18;1;08.10.2018;18:34:00;115770;115810;115720;115740;1190
SPFB.RTS-12.18;1;08.10.2018;18:35:00;115740;115750;115660;115660;951
SPFB.RTS-12.18;1;08.10.2018;18:36:00;115660;115700;115560;115600;1274
SPFB.RTS-12.18;1;08.10.2018;18:37:00;115610;115650;115540;115630;1095
SPFB.RTS-12.18;1;08.10.2018;18:38:00;115620;115630;115540;115610;1086
SPFB.RTS-12.18;1;08.10.2018;18:39:00;115610;115700;115590;115660;695
SPFB.RTS-12.18;1;08.10.2018;18:40:00;115660;115720;115620;115690;618
SPFB.RTS-12.18;1;08.10.2018;18:41:00;115690;115810;115620;115680;1600
SPFB.RTS-12.18;1;08.10.2018;18:42:00;115680;115700;115550;115550;633
SPFB.RTS-12.18;1;08.10.2018;18:43:00;115570;115630;115520;115630;820
SPFB.RTS-12.18;1;08.10.2018;18:44:00;115620;115700;115610;115660;366
SPFB.RTS-12.18;1;08.10.2018;18:45:00;115660;115670;115550;115620;540
SPFB.RTS-12.18;1;08.10.2018;19:01:00;115510;115600;115430;115580;987
SPFB.RTS-12.18;1;08.10.2018;19:02:00;115580;115650;115560;115640;586
SPFB.RTS-12.18;1;08.10.2018;19:03:00;115630;115690;115610;115690;344
SPFB.RTS-12.18;1;08.10.2018;19:04:00;115700;115700;115570;115600;309
SPFB.RTS-12.18;1;08.10.2018;19:05:00;115600;115660;115580;115590;164
SPFB.RTS-12.18;1;08.10.2018;19:06:00;115590;115630;115550;115620;354
SPFB.RTS-12.18;1;08.10.2018;19:07:00;115620;115650;115600;115600;144
SPFB.RTS-12.18;1;08.10.2018;19:08:00;115590;115590;115530;115540;184
SPFB.RTS-12.18;1;08.10.2018;19:09:00;115550;115610;115540;115590;136
SPFB.RTS-12.18;1;08.10.2018;19:10:00;115590;115600;115550;115550;101
SPFB.RTS-12.18;1;08.10.2018;19:11:00;115560;115570;115520;115550;367
SPFB.RTS-12.18;1;08.10.2018;19:12:00;115560;115590;115530;115590;93
SPFB.RTS-12.18;1;08.10.2018;19:13:00;115580;115600;115540;115540;68
SPFB.RTS-12.18;1;08.10.2018;19:14:00;115550;115560;115510;115560;210
SPFB.RTS-12.18;1;08.10.2018;19:15:00;115570;115600;115550;115570;154
SPFB.RTS-12.18;1;08.10.2018;19:16:00;115570;115640;115570;115610;258
SPFB.RTS-12.18;1;08.10.2018;19:17:00;115600;115610;115560;115570;39
SPFB.RTS-12.18;1;08.10.2018;19:18:00;115570;115600;115560;115570;56
SPFB.RTS-12.18;1;08.10.2018;19:19:00;115560;115560;115530;115540;108
SPFB.RTS-12.18;1;08.10.2018;19:20:00;115550;115610;115540;115590;73
SPFB.RTS-12.18;1;08.10.2018;19:21:00;115580;115600;115560;115580;112
SPFB.RTS-12.18;1;08.10.2018;19:22:00;115590;115670;115560;115560;200
SPFB.RTS-12.18;1;08.10.2018;19:23:00;115580;115580;115530;115570;204
SPFB.RTS-12.18;1;08.10.2018;19:24:00;115560;115650;115560;115630;179
SPFB.RTS-12.18;1;08.10.2018;19:25:00;115640;115670;115620;115650;123
SPFB.RTS-12.18;1;08.10.2018;19:26:00;115660;115670;115630;115630;91
SPFB.RTS-12.18;1;08.10.2018;19:27:00;115620;115630;115610;115620;79
SPFB.RTS-12.18;1;08.10.2018;19:28:00;115630;115680;115630;115650;255
SPFB.RTS-12.18;1;08.10.2018;19:29:00;115650;115700;115650;115690;178
SPFB.RTS-12.18;1;08.10.2018;19:30:00;115690;115730;115660;115710;191
SPFB.RTS-12.18;1;08.10.2018;19:31:00;115720;115730;115660;115660;360
SPFB.RTS-12.18;1;08.10.2018;19:32:00;115660;115680;115640;115680;53
SPFB.RTS-12.18;1;08.10.2018;19:33:00;115670;115700;115640;115650;180
SPFB.RTS-12.18;1;08.10.2018;19:34:00;115640;115640;115620;115630;90
SPFB.RTS-12.18;1;08.10.2018;19:35:00;115640;115650;115610;115620;37
SPFB.RTS-12.18;1;08.10.2018;19:36:00;115630;115630;115610;115610;43
SPFB.RTS-12.18;1;08.10.2018;19:37:00;115620;115660;115620;115660;82
SPFB.RTS-12.18;1;08.10.2018;19:38:00;115660;115710;115660;115690;167
SPFB.RTS-12.18;1;08.10.2018;19:39:00;115690;115700;115650;115700;93
SPFB.RTS-12.18;1;08.10.2018;19:40:00;115700;115700;115650;115670;106
SPFB.RTS-12.18;1;08.10.2018;19:41:00;115660;115720;115650;115720;108
SPFB.RTS-12.18;1;08.10.2018;19:42:00;115720;115720;115650;115650;116
SPFB.RTS-12.18;1;08.10.2018;19:43:00;115650;115700;115650;115690;45
SPFB.RTS-12.18;1;08.10.2018;19:44:00;115690;115690;115660;115680;43
SPFB.RTS-12.18;1;08.10.2018;19:45:00;115680;115680;115630;115630;30
SPFB.RTS-12.18;1;08.10.2018;19:46:00;115640;115680;115630;115660;45
SPFB.RTS-12.18;1;08.10.2018;19:47:00;115650;115660;115580;115590;194
SPFB.RTS-12.18;1;08.10.2018;19:48:00;115590;115610;115570;115590;101
SPFB.RTS-12.18;1;08.10.2018;19:49:00;115590;115640;115590;115640;133
SPFB.RTS-12.18;1;08.10.2018;19:50:00;115610;115650;115610;115610;72
SPFB.RTS-12.18;1;08.10.2018;19:51:00;115620;115630;115620;115630;18
SPFB.RTS-12.18;1;08.10.2018;19:52:00;115630;115630;115600;115600;26
SPFB.RTS-12.18;1;08.10.2018;19:53:00;115590;115610;115570;115570;77
SPFB.RTS-12.18;1;08.10.2018;19:54:00;115580;115590;115550;115550;76
SPFB.RTS-12.18;1;08.10.2018;19:55:00;115560;115560;115520;115540;111
SPFB.RTS-12.18;1;08.10.2018;19:56:00;115540;115570;115520;115560;103
SPFB.RTS-12.18;1;08.10.2018;19:57:00;115570;115580;115550;115550;100
SPFB.RTS-12.18;1;08.10.2018;19:58:00;115550;115550;115500;115520;212
SPFB.RTS-12.18;1;08.10.2018;19:59:00;115510;115550;115460;115470;324
SPFB.RTS-12.18;1;08.10.2018;20:00:00;115480;115480;115370;115430;1057
SPFB.RTS-12.18;1;08.10.2018;20:01:00;115430;115470;115420;115460;249
SPFB.RTS-12.18;1;08.10.2018;20:02:00;115440;115460;115370;115430;403
SPFB.RTS-12.18;1;08.10.2018;20:03:00;115450;115470;115430;115450;168
SPFB.RTS-12.18;1;08.10.2018;20:04:00;115460;115470;115410;115420;119
SPFB.RTS-12.18;1;08.10.2018;20:05:00;115430;115490;115410;115470;182
SPFB.RTS-12.18;1;08.10.2018;20:06:00;115470;115480;115430;115470;213
SPFB.RTS-12.18;1;08.10.2018;20:07:00;115470;115470;115410;115460;138
SPFB.RTS-12.18;1;08.10.2018;20:08:00;115450;115540;115450;115500;223
SPFB.RTS-12.18;1;08.10.2018;20:09:00;115500;115540;115480;115540;105
SPFB.RTS-12.18;1;08.10.2018;20:10:00;115540;115590;115530;115590;339
SPFB.RTS-12.18;1;08.10.2018;20:11:00;115570;115590;115560;115570;89
SPFB.RTS-12.18;1;08.10.2018;20:12:00;115570;115580;115550;115560;67
SPFB.RTS-12.18;1;08.10.2018;20:13:00;115550;115550;115500;115500;71
SPFB.RTS-12.18;1;08.10.2018;20:14:00;115500;115560;115490;115530;75
SPFB.RTS-12.18;1;08.10.2018;20:15:00;115510;115530;115500;115530;27
SPFB.RTS-12.18;1;08.10.2018;20:16:00;115510;115510;115440;115490;174
SPFB.RTS-12.18;1;08.10.2018;20:17:00;115490;115540;115490;115500;65
SPFB.RTS-12.18;1;08.10.2018;20:18:00;115500;115510;115420;115420;181
SPFB.RTS-12.18;1;08.10.2018;20:19:00;115420;115460;115420;115430;38
SPFB.RTS-12.18;1;08.10.2018;20:20:00;115440;115460;115410;115420;93
